Run,PC1,PC2,PC3,Organism,country,locality,haplotype,tree_label
SRR12425419,32.9554673617773,-20.8738837436806,-10.3076991262767,Broussonetia papyrifera,Taiwan,"Taiwan, Hengchun Township, Pingtung County",cp09,"Taiwan, Hengchun Township, Pingtung County [cp09]"
SRR12425420,35.5479419931961,-10.6578550157572,-12.2594366087943,Broussonetia papyrifera,Taiwan,"Taiwan, Fenglin Township, Hualien County",cp52,"Taiwan, Fenglin Township, Hualien County [cp52]"
SRR12425421,35.635181242669,-8.70405805099064,-12.1701161039107,Broussonetia papyrifera,Taiwan,"Taiwan, Fenglin Township, Hualien County",cp06,"Taiwan, Fenglin Township, Hualien County [cp06]"
SRR12425422,36.8172429034779,-7.74109857653658,-14.1676937465925,Broussonetia papyrifera,Taiwan,"Taiwan, Fuli Township, Hualien County",cp05,"Taiwan, Fuli Township, Hualien County [cp05]"
SRR12425423,33.2494748513259,-7.35122221510127,-12.7140353858387,Broussonetia papyrifera,Taiwan,"Taiwan, Fuli Township, Hualien County",cp05,"Taiwan, Fuli Township, Hualien County [cp05]"
SRR12425424,31.2256176371359,-29.7897841619723,-8.13840360847645,Broussonetia papyrifera,Taiwan,"Taiwan, Tongluo Township, Miaoli County",cp01,"Taiwan, Tongluo Township, Miaoli County [cp01]"
SRR12425425,37.4054081937072,-9.178805015053,-12.2065730526938,Broussonetia papyrifera,Taiwan,"Taiwan, Fengbin Township, Hualien County",cp01,"Taiwan, Fengbin Township, Hualien County [cp01]"
SRR12425426,32.1335647695831,-8.0725429642715,-10.6190066676237,Broussonetia papyrifera,Taiwan,"Taiwan, Nan'ao Township, Yilan County",cp01,"Taiwan, Nan'ao Township, Yilan County [cp01]"
SRR12425427,-32.6129092368481,-19.3096678686673,40.2187881583274,Broussonetia papyrifera,China,"China, Liandu, Lishui, Zhejiang Province",cp22,"China, Liandu, Lishui, Zhejiang Province [cp22]"
SRR12425428,-27.0114964466242,-22.5514200614726,37.6535495082884,Broussonetia papyrifera,China,"China, Xianju, Taizhou, Zhejiang Province",cp01,"China, Xianju, Taizhou, Zhejiang Province [cp01]"
SRR12425429,-33.2477264311921,-18.2761316508842,34.2062146597185,Broussonetia papyrifera,China,"China, Dongyang, Jinhua, Zhejiang Province",cp01,"China, Dongyang, Jinhua, Zhejiang Province [cp01]"
SRR12425430,-36.8078629280674,-17.4132424299587,41.1261849413861,Broussonetia papyrifera,China,"China, Xianju, Taizhou, Zhejiang Province",cp28,"China, Xianju, Taizhou, Zhejiang Province [cp28]"
SRR12425431,-37.6831662384573,-18.1302079003395,42.1639504848669,Broussonetia papyrifera,China,"China, Xianju, Taizhou, Zhejiang Province",cp28,"China, Xianju, Taizhou, Zhejiang Province [cp28]"
SRR12425432,-56.0328133066221,24.5370919607541,-32.6170777151055,Broussonetia papyrifera,China,"China, Disu, Duan, Guangxi Province",cp34,"China, Disu, Duan, Guangxi Province [cp34]"
SRR12425433,-57.1607655125848,24.2398221015976,-33.4350464996258,Broussonetia papyrifera,China,"China, Fangcheng, Fangchenggang, Guangxi Province",cp32,"China, Fangcheng, Fangchenggang, Guangxi Province [cp32]"
SRR12425434,-55.5615282935256,25.178268077391,-34.9978010360037,Broussonetia papyrifera,China,"China, Dongmiao, Duan, Guangxi Province",cp21,"China, Dongmiao, Duan, Guangxi Province [cp21]"
SRR12425435,30.3789673528076,-28.1419889130059,-7.32126608839109,Broussonetia papyrifera,Taiwan,"Taiwan, Nantou City, Nantou County",cp01,"Taiwan, Nantou City, Nantou County [cp01]"
SRR12425436,-33.9152512995544,-16.3689942881533,31.2292917708361,Broussonetia papyrifera,China,"China, Licheng, Quanzhou, Fujian Province",cp34,"China, Licheng, Quanzhou, Fujian Province [cp34]"
SRR12425437,-35.9099498915431,-16.2536331152939,33.6059511058126,Broussonetia papyrifera,China,"China, Jinjiang, Quanzhou, Fujian Province",cp20,"China, Jinjiang, Quanzhou, Fujian Province [cp20]"
SRR12425438,-37.3864459199571,-14.3508524593387,29.5733794106062,Broussonetia papyrifera,China,"China, Xiangcheng, Zhangzhou, Fujian Province",cp20,"China, Xiangcheng, Zhangzhou, Fujian Province [cp20]"
SRR12425439,-38.4546120435551,-13.8867144237618,28.9209253743031,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp20,"China, Siming, Xiamen, Fujian Province [cp20]"
SRR12425440,-45.1004043237208,5.84979344525703,-0.794919913330793,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp40,"China, Siming, Xiamen, Fujian Province [cp40]"
SRR12425441,-40.5479094461818,-4.24869527197989,11.8442885991063,Broussonetia papyrifera,China,"China, Longhai, Zhangzhou, Fujian Province",cp29,"China, Longhai, Zhangzhou, Fujian Province [cp29]"
SRR12425442,-39.5202805218461,-15.7081504576131,31.7929207352245,Broussonetia papyrifera,China,"China, Fengze, Quanzhou, Fujian Province",CloseTocp01,"China, Fengze, Quanzhou, Fujian Province [CloseTocp01]"
SRR12425443,-36.7550428469279,-14.2564820598454,28.6862478292891,Broussonetia papyrifera,China,"China, Xiangcheng, Zhangzhou, Fujian Province",cp01,"China, Xiangcheng, Zhangzhou, Fujian Province [cp01]"
SRR12425444,-25.5538478008944,-17.1295310970421,31.1921382253469,Broussonetia papyrifera,China,"China, Longhai, Zhangzhou, Fujian Province",cp01,"China, Longhai, Zhangzhou, Fujian Province [cp01]"
SRR12425445,-44.1597836062825,3.6269580014089,-1.01360175527638,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp01,"China, Siming, Xiamen, Fujian Province [cp01]"
SRR12425446,31.0006975301601,-29.3389079006957,-9.38119222606249,Broussonetia papyrifera,Taiwan,"Taiwan, Zhunan Township, Miaoli County",cp01,"Taiwan, Zhunan Township, Miaoli County [cp01]"
SRR12425447,32.2526976914173,-31.2854628647531,-9.34556590432931,Broussonetia papyrifera,Taiwan,"Taiwan, Nanhua District, Tainan City",cp54,"Taiwan, Nanhua District, Tainan City [cp54]"
SRR12425448,31.9532354148259,-30.7508244278106,-8.14607775933468,Broussonetia papyrifera,Taiwan,"Taiwan, Hemei Township, Changhua County",cp50,"Taiwan, Hemei Township, Changhua County [cp50]"
SRR12425449,35.8048617838014,-11.5351408798742,-10.5256608084057,Broussonetia papyrifera,Taiwan,"Taiwan, Manjhou Township, Pingtung County",cp17,"Taiwan, Manjhou Township, Pingtung County [cp17]"
SRR12425450,35.5243405378474,-20.1238751613124,-10.2245114762166,Broussonetia papyrifera,Taiwan,"Taiwan, Fenggang Township, Pingtung County",cp17,"Taiwan, Fenggang Township, Pingtung County [cp17]"
SRR12425452,34.2373398799605,-21.8707945618386,-10.9385901187132,Broussonetia papyrifera,Taiwan,"Taiwan, Fangshan Township, Pingtung County",cp17,"Taiwan, Fangshan Township, Pingtung County [cp17]"
SRR12425453,33.0606693805793,-27.4731298982568,-11.3085469628017,Broussonetia papyrifera,Taiwan,"Taiwan, Taiwu Township, Pingtung County",cp17,"Taiwan, Taiwu Township, Pingtung County [cp17]"
SRR12425454,32.6647651798088,-30.0457228728985,-8.25685646057925,Broussonetia papyrifera,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County",cp17,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County [cp17]"
SRR12425455,34.6975535454445,-7.04491178636992,-11.6906137006074,Broussonetia papyrifera,Taiwan,"Taiwan, Chenggong Township, Taitung County",cp16,"Taiwan, Chenggong Township, Taitung County [cp16]"
SRR12425456,34.953621321556,-5.71583010001781,-9.42428309250566,Broussonetia papyrifera,Taiwan,"Taiwan, Taitung City, Taitung County",cp16,"Taiwan, Taitung City, Taitung County [cp16]"
SRR12425457,29.6456936366427,-26.9227034379453,-6.57105271874402,Broussonetia papyrifera,Taiwan,"Taiwan, Qionglin Township, Hsinchu County",cp01,"Taiwan, Qionglin Township, Hsinchu County [cp01]"
SRR12425458,31.5560393048885,-26.0721021015118,-7.57872460597991,Broussonetia papyrifera,Taiwan,"Taiwan, Yujing District, Tainan City",cp16,"Taiwan, Yujing District, Tainan City [cp16]"
SRR12425459,32.3651275393911,-30.1981991030294,-7.98923095350457,Broussonetia papyrifera,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County",cp16,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County [cp16]"
SRR12425460,46.5570671932094,42.9777753180708,18.8926024034213,Broussonetia papyrifera,Tonga,"Tonga, Liahona, Tongatapu",cp17,"Tonga, Liahona, Tongatapu [cp17]"
SRR12425461,37.1124082080313,-7.86327997378657,-12.8611058733444,Broussonetia papyrifera,Taiwan,"Taiwan, Hongtou, Lanyu Township, Taitung County",cp16,"Taiwan, Hongtou, Lanyu Township, Taitung County [cp16]"
SRR12425462,32.2264222749754,-23.3955831552903,-10.1824518268282,Broussonetia papyrifera,Taiwan,"Taiwan, Luodong Township, Yilan County",cp01,"Taiwan, Luodong Township, Yilan County [cp01]"
SRR12425463,47.2428844223356,47.5745902870415,20.8636040384475,Broussonetia papyrifera,Indonesia,"Indonesia, Lengkeka, Tengah, Sulawesi",cp17D,"Indonesia, Lengkeka, Tengah, Sulawesi [cp17D]"
SRR12425464,-49.1820863934356,22.0803041657778,-32.7802189405321,Broussonetia papyrifera,Philippines,"Philippines, Los Banos, Laguna, Luzon",cp43,"Philippines, Los Banos, Laguna, Luzon [cp43]"
SRR12425467,-55.3813520033916,26.5057151430655,-39.634460957327,Broussonetia papyrifera,Thailand,"Thailand, Nakhon Pathom, Bangkok",cp20,"Thailand, Nakhon Pathom, Bangkok [cp20]"
SRR12425470,22.4845734600811,2.82193788230433,-41.2726683457525,Broussonetia papyrifera,Japan,"Japan, Kurima, Miyakojima, Okinawa",cp05B,"Japan, Kurima, Miyakojima, Okinawa [cp05B]"
SRR12425471,21.9899062788151,4.81734206125082,-43.5973724551353,Broussonetia papyrifera,Japan,"Japan, Iriomote, Yaeyama, Okinawa",cp05B,"Japan, Iriomote, Yaeyama, Okinawa [cp05B]"
SRR12425472,33.6528064500988,-28.9697666292511,-10.2573316574782,Broussonetia papyrifera,Taiwan,"Taiwan, Fangliao Township, Pingtung County",cp13,"Taiwan, Fangliao Township, Pingtung County [cp13]"
SRR12425473,23.6202845392754,5.46097579417878,-43.0967008599204,Broussonetia papyrifera,Japan,"Japan, Taketomi, Yaeyama, Okinawa",cp05B,"Japan, Taketomi, Yaeyama, Okinawa [cp05B]"
SRR12425474,23.7647260961247,2.68993066611858,-43.4292241137416,Broussonetia papyrifera,Japan,"Japan, Ishigaki, Yaeyama, Okinawa",cp05B,"Japan, Ishigaki, Yaeyama, Okinawa [cp05B]"
SRR12425475,48.8436932625111,50.3073445255489,22.1063649936577,Broussonetia papyrifera,USA,"USA, Kohala, Lapakahi, Big Island, Hawaii",cp17,"USA, Kohala, Lapakahi, Big Island, Hawaii [cp17]"
SRR12425476,-46.4952534338398,18.9530281590358,-29.9984790333439,Broussonetia papyrifera,China,"China, Wuzhishan, Hainan Province",cp20,"China, Wuzhishan, Hainan Province [cp20]"
SRR12425477,-55.6063696349393,23.4226586137507,-29.5003714498393,Broussonetia papyrifera,China,"China, Pingle, Guilin, Guangxi Province",cp20,"China, Pingle, Guilin, Guangxi Province [cp20]"
SRR12425478,-56.0123238178401,21.8072283827616,-29.0899552605756,Broussonetia papyrifera,China,"China, Lipu, Guilin, Guangxi Province",cp32,"China, Lipu, Guilin, Guangxi Province [cp32]"
SRR12425481,-55.5655394288197,17.3652048041656,-20.791097883642,Broussonetia papyrifera,China,"China, Yangshan, Qingyuan, Guangdong Province",cp31,"China, Yangshan, Qingyuan, Guangdong Province [cp31]"
SRR12425482,-49.652203984044,14.1999704948069,-17.7835974895925,Broussonetia papyrifera,China,"China, Nanlang, Zhongshan, Guangdong Province",cp28,"China, Nanlang, Zhongshan, Guangdong Province [cp28]"
SRR12425483,28.9039382010282,-29.0759057247686,-8.49147848838022,Broussonetia papyrifera,Taiwan,"Taiwan, Pitou Township, Changhua County",cp13,"Taiwan, Pitou Township, Changhua County [cp13]"
SRR12425492,-42.8464453444708,-0.133974199416205,7.39568947159601,Broussonetia papyrifera,China,"China, Yanping District, Longyan, Fujian Province",cp29,"China, Yanping District, Longyan, Fujian Province [cp29]"
SRR12425494,32.2379454202841,-30.2840104022373,-9.59659860644594,Broussonetia papyrifera,Taiwan,"Taiwan, Yujing District, Tainan City",cp09,"Taiwan, Yujing District, Tainan City [cp09]"
SRR12425501,36.9402732361024,-10.5446943895916,-12.5504433008625,Broussonetia papyrifera,Taiwan,"Taiwan, Hualien County, Hualien County",cp06,"Taiwan, Hualien County, Hualien County [cp06]"
SRR12425504,47.2649821697621,48.3601267038632,21.2022433763617,Broussonetia papyrifera,Chile,"Chile, RanoKau, Easter Island",gaby003,"Chile, RanoKau, Easter Island [gaby003]"
SRR12425505,27.6029814202422,-21.7011512862904,-7.69342653415698,Broussonetia papyrifera,Taiwan,"Taiwan, Fangliao Township, Pingtung County",cp09,"Taiwan, Fangliao Township, Pingtung County [cp09]"
SRR12425506,46.597963101961,47.9769169760455,21.0947399195812,Broussonetia papyrifera,Chile,"Chile, HangaOteo, Easter Island",cp17,"Chile, HangaOteo, Easter Island [cp17]"
SRR12425507,47.4314510342033,48.2788072471656,21.4217275791337,Broussonetia papyrifera,French Polynesia,"French Polynesia, Ahurei, Rapa Iti",cp17,"French Polynesia, Ahurei, Rapa Iti [cp17]"
SRR12425508,47.9362303360749,49.4600799189638,21.6776695928708,Broussonetia papyrifera,Wallis and Futuna,"Wallis and Futuna, Wallis",cp17,"Wallis and Futuna, Wallis [cp17]"
SRR12425509,48.2901199609352,49.3512850062552,21.7290320558762,Broussonetia papyrifera,French Polynesia,"French Polynesia, Tahiti",cp17,"French Polynesia, Tahiti [cp17]"
SRR12425510,45.1185769860375,46.3022347354929,20.4450145877433,Broussonetia papyrifera,Fiji,"Fiji, Taveuni Island",cp17B,"Fiji, Taveuni Island [cp17B]"
SRR12425511,48.6061462063289,49.678041104982,21.7324854199111,Broussonetia papyrifera,Fiji,"Fiji, Taveuni Island",cp17,"Fiji, Taveuni Island [cp17]"
SRR12425512,45.2179148065961,46.5012685106936,20.4791966576666,Broussonetia papyrifera,Fiji,"Fiji, VanuaLevu",cp17,"Fiji, VanuaLevu [cp17]"
SRR12425513,48.5464726566925,50.0750267900239,22.0200814765776,Broussonetia papyrifera,Fiji,"Fiji, Suva, Vitilevu",cp17,"Fiji, Suva, Vitilevu [cp17]"
SRR12425514,46.312445014174,47.6339308310192,20.8836659472832,Broussonetia papyrifera,Tonga,"Tonga, Mangia, Vava'u",cp17,"Tonga, Mangia, Vava'u [cp17]"
SRR12425516,33.8733929952142,-28.2852732105589,-7.37321499692769,Broussonetia papyrifera,Taiwan,"Taiwan, Pingtung City, Pingtung County",cp09,"Taiwan, Pingtung City, Pingtung County [cp09]"
SRR12425520,-53.9987173962212,25.047954318478,-34.3990780865117,Broussonetia papyrifera,Viet Nam,"Viet Nam, Chuong My, Ha Noi",cp35,"Viet Nam, Chuong My, Ha Noi [cp35]"
SRR12425521,-56.9980263636486,26.2332930233151,-37.3409394371283,Broussonetia papyrifera,USA,"USA, Waimea, Big Island, Hawaii",cp41,"USA, Waimea, Big Island, Hawaii [cp41]"
SRR12425522,-45.6175430578282,25.4640401230538,-29.3676247393296,Broussonetia papyrifera,USA,"USA, Waimea Valley, Oahu, Hawaii",cp41,"USA, Waimea Valley, Oahu, Hawaii [cp41]"
SRR12425523,47.4816823527176,48.7501647251135,21.5316594986236,Broussonetia papyrifera,USA,"USA, Bishop Museum, Oahu, Hawaii",cp17,"USA, Bishop Museum, Oahu, Hawaii [cp17]"
SRR12425524,-34.0963650407627,-11.3285305631332,26.8742611943747,Broussonetia papyrifera,China,"China, Xuanwu, Nanjing, Jiangsu Province",cp53,"China, Xuanwu, Nanjing, Jiangsu Province [cp53]"
SRR12425525,-50.3200542174272,24.0550655493433,-30.7293507058795,Broussonetia papyrifera,China,"China, Longzhou, Chongzuo, Guangxi Province",cp34,"China, Longzhou, Chongzuo, Guangxi Province [cp34]"
SRR12425526,-49.9944168284873,23.8538668108093,-31.1535283865963,Broussonetia papyrifera,China,"China, Longzhou, Chongzuo, Guangxi Province",cp39,"China, Longzhou, Chongzuo, Guangxi Province [cp39]"
SRR12425527,30.16218436277,-30.3218233468149,-8.58913778027411,Broussonetia papyrifera,Taiwan,"Taiwan, Qingshui District, Taichung City",cp09,"Taiwan, Qingshui District, Taichung City [cp09]"
SRR12425529,-52.1383312873521,17.5756457471877,-22.4077870960123,Broussonetia papyrifera,China,"China, Huicheng , Huizhou, Guangdong Province",cp26,"China, Huicheng , Huizhou, Guangdong Province [cp26]"
SRR12425532,-50.7653324798035,16.9008873541291,-24.090873662836,Broussonetia papyrifera,China,"China, Nanlang, Zhongshan, Guangdong Province",cp21,"China, Nanlang, Zhongshan, Guangdong Province [cp21]"
SRR12425533,-53.5918580115696,17.8632697541889,-23.1632212372321,Broussonetia papyrifera,China,"China, Huicheng , Huizhou, Guangdong Province",cp21,"China, Huicheng , Huizhou, Guangdong Province [cp21]"
SRR12425534,-47.9654184000001,13.7578332869516,-16.1046373738875,Broussonetia papyrifera,China,"China, Boluo, Huizhou, Guangdong Province",cp01,"China, Boluo, Huizhou, Guangdong Province [cp01]"
SRR12425535,-50.7992829936032,12.51987385093,-16.9172434254958,Broussonetia papyrifera,China,"China, Boluo, Huizhou, Guangdong Province",cp01,"China, Boluo, Huizhou, Guangdong Province [cp01]"
SRR12425536,-36.9979519973806,-8.08463443238145,22.883692253194,Broussonetia papyrifera,China,"China, Yanping, Nanping, Fujian Province",cp20,"China, Yanping, Nanping, Fujian Province [cp20]"
SRR12425537,-47.7227199389292,11.2840249413214,-12.610726621969,Broussonetia papyrifera,China,"China, Liancheng, Longyan, Fujian Province",cp45,"China, Liancheng, Longyan, Fujian Province [cp45]"
