Run,PC1,PC2,PC3,Organism,country,locality,haplotype,tree_label
SRR12425416,35.1497283510471,11.4364644480639,12.2072781316652,Broussonetia papyrifera,Taiwan,"Taiwan, Fenggang Township, Pingtung County",p17,"Taiwan, Fenggang Township, Pingtung County [p17]"
SRR12425417,29.229359942682,29.2369656870007,9.66972625804638,Broussonetia papyrifera,Taiwan,"Taiwan, Zuozhen District, Tainan City",cp16,"Taiwan, Zuozhen District, Tainan City [cp16]"
SRR12425418,29.9571029870755,29.5236197435866,9.65132603758264,Broussonetia papyrifera,Taiwan,"Taiwan, National Chiayi University, East District, Chiayi City, Chiayi County",cp09,"Taiwan, National Chiayi University, East District, Chiayi City, Chiayi County [cp09]"
SRR12425419,32.0110140238912,19.2923009427719,10.6564943287777,Broussonetia papyrifera,Taiwan,"Taiwan, Hengchun Township, Pingtung County",cp09,"Taiwan, Hengchun Township, Pingtung County [cp09]"
SRR12425420,33.0543497455993,8.69893193536709,10.9957374048477,Broussonetia papyrifera,Taiwan,"Taiwan, Fenglin Township, Hualien County",cp52,"Taiwan, Fenglin Township, Hualien County [cp52]"
SRR12425421,33.6544764973714,6.93608254289311,10.8329528431146,Broussonetia papyrifera,Taiwan,"Taiwan, Fenglin Township, Hualien County",cp06,"Taiwan, Fenglin Township, Hualien County [cp06]"
SRR12425422,34.3271093223676,6.16373829713567,13.0210878569824,Broussonetia papyrifera,Taiwan,"Taiwan, Fuli Township, Hualien County",cp05,"Taiwan, Fuli Township, Hualien County [cp05]"
SRR12425423,32.0743893355089,6.52318817169953,12.0324727434562,Broussonetia papyrifera,Taiwan,"Taiwan, Fuli Township, Hualien County",cp05,"Taiwan, Fuli Township, Hualien County [cp05]"
SRR12425424,30.077710503231,26.7436774489229,9.08203299984637,Broussonetia papyrifera,Taiwan,"Taiwan, Tongluo Township, Miaoli County",cp01,"Taiwan, Tongluo Township, Miaoli County [cp01]"
SRR12425425,35.0621703394645,7.37798133487212,11.008992832489,Broussonetia papyrifera,Taiwan,"Taiwan, Fengbin Township, Hualien County",cp01,"Taiwan, Fengbin Township, Hualien County [cp01]"
SRR12425426,30.4984139602107,6.41171907240377,9.77471633310376,Broussonetia papyrifera,Taiwan,"Taiwan, Nan'ao Township, Yilan County",cp01,"Taiwan, Nan'ao Township, Yilan County [cp01]"
SRR12425427,-30.1311240721058,18.8945617780325,-36.2676915881647,Broussonetia papyrifera,China,"China, Liandu, Lishui, Zhejiang Province",cp22,"China, Liandu, Lishui, Zhejiang Province [cp22]"
SRR12425428,-24.8473533225242,22.0217662062099,-34.4689990012295,Broussonetia papyrifera,China,"China, Xianju, Taizhou, Zhejiang Province",cp01,"China, Xianju, Taizhou, Zhejiang Province [cp01]"
SRR12425429,-31.3658103149603,18.3333524901949,-31.4642952305749,Broussonetia papyrifera,China,"China, Dongyang, Jinhua, Zhejiang Province",cp01,"China, Dongyang, Jinhua, Zhejiang Province [cp01]"
SRR12425430,-34.6327618479788,17.7055260805701,-38.5484957675432,Broussonetia papyrifera,China,"China, Xianju, Taizhou, Zhejiang Province",cp28,"China, Xianju, Taizhou, Zhejiang Province [cp28]"
SRR12425431,-35.131606071071,18.1280309920082,-38.9761599497843,Broussonetia papyrifera,China,"China, Xianju, Taizhou, Zhejiang Province",cp28,"China, Xianju, Taizhou, Zhejiang Province [cp28]"
SRR12425432,-53.1593284074074,-23.3284945886684,30.3554675860482,Broussonetia papyrifera,China,"China, Disu, Duan, Guangxi Province",cp34,"China, Disu, Duan, Guangxi Province [cp34]"
SRR12425433,-53.5909348600345,-23.1716839463558,30.6738810778786,Broussonetia papyrifera,China,"China, Fangcheng, Fangchenggang, Guangxi Province",cp32,"China, Fangcheng, Fangchenggang, Guangxi Province [cp32]"
SRR12425434,-52.3462480671981,-23.7605624095773,32.4165750760326,Broussonetia papyrifera,China,"China, Dongmiao, Duan, Guangxi Province",cp21,"China, Dongmiao, Duan, Guangxi Province [cp21]"
SRR12425435,29.5330751731207,25.5443106900414,7.7006939287465,Broussonetia papyrifera,Taiwan,"Taiwan, Nantou City, Nantou County",cp01,"Taiwan, Nantou City, Nantou County [cp01]"
SRR12425436,-32.3480687284196,16.7484606803943,-29.3007349412877,Broussonetia papyrifera,China,"China, Licheng, Quanzhou, Fujian Province",cp34,"China, Licheng, Quanzhou, Fujian Province [cp34]"
SRR12425437,-33.3484822466544,16.3604318490432,-30.869543250696,Broussonetia papyrifera,China,"China, Jinjiang, Quanzhou, Fujian Province",cp20,"China, Jinjiang, Quanzhou, Fujian Province [cp20]"
SRR12425438,-34.968626922441,14.6380199726005,-27.5377534407579,Broussonetia papyrifera,China,"China, Xiangcheng, Zhangzhou, Fujian Province",cp20,"China, Xiangcheng, Zhangzhou, Fujian Province [cp20]"
SRR12425439,-35.907472320939,13.7906280959767,-25.9871442288903,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp20,"China, Siming, Xiamen, Fujian Province [cp20]"
SRR12425440,-42.7742654390322,-5.02608381944321,0.266360464203106,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp40,"China, Siming, Xiamen, Fujian Province [cp40]"
SRR12425441,-38.613574239254,4.79677611070364,-11.601806251142,Broussonetia papyrifera,China,"China, Longhai, Zhangzhou, Fujian Province",cp29,"China, Longhai, Zhangzhou, Fujian Province [cp29]"
SRR12425442,-36.6634296321473,15.5564178528192,-29.3178129179587,Broussonetia papyrifera,China,"China, Fengze, Quanzhou, Fujian Province",CloseTocp01,"China, Fengze, Quanzhou, Fujian Province [CloseTocp01]"
SRR12425443,-35.3262240747962,14.7723182501234,-27.0209180852987,Broussonetia papyrifera,China,"China, Xiangcheng, Zhangzhou, Fujian Province",cp01,"China, Xiangcheng, Zhangzhou, Fujian Province [cp01]"
SRR12425444,-24.6946952162331,17.7225404087933,-29.4773405933138,Broussonetia papyrifera,China,"China, Longhai, Zhangzhou, Fujian Province",cp01,"China, Longhai, Zhangzhou, Fujian Province [cp01]"
SRR12425445,-42.506660282016,-3.14391408988537,0.592792693517212,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp01,"China, Siming, Xiamen, Fujian Province [cp01]"
SRR12425446,29.7462474452984,26.594456962079,10.2376032079302,Broussonetia papyrifera,Taiwan,"Taiwan, Zhunan Township, Miaoli County",cp01,"Taiwan, Zhunan Township, Miaoli County [cp01]"
SRR12425447,31.1236312480439,28.6328341193694,10.1219930813993,Broussonetia papyrifera,Taiwan,"Taiwan, Nanhua District, Tainan City",cp54,"Taiwan, Nanhua District, Tainan City [cp54]"
SRR12425448,30.2714137199308,27.3223165975613,9.03467004001366,Broussonetia papyrifera,Taiwan,"Taiwan, Hemei Township, Changhua County",cp50,"Taiwan, Hemei Township, Changhua County [cp50]"
SRR12425449,33.5781310557917,9.70259559891258,10.0546811018096,Broussonetia papyrifera,Taiwan,"Taiwan, Manjhou Township, Pingtung County",cp17,"Taiwan, Manjhou Township, Pingtung County [cp17]"
SRR12425450,33.8033102690019,18.664195527823,10.4505910705445,Broussonetia papyrifera,Taiwan,"Taiwan, Fenggang Township, Pingtung County",cp17,"Taiwan, Fenggang Township, Pingtung County [cp17]"
SRR12425452,33.3259173811539,20.5289851334001,11.0509696981435,Broussonetia papyrifera,Taiwan,"Taiwan, Fangshan Township, Pingtung County",cp17,"Taiwan, Fangshan Township, Pingtung County [cp17]"
SRR12425453,31.8888864635052,25.1198163114244,11.9741596589788,Broussonetia papyrifera,Taiwan,"Taiwan, Taiwu Township, Pingtung County",cp17,"Taiwan, Taiwu Township, Pingtung County [cp17]"
SRR12425454,30.8333235033932,27.2855546248179,8.54963093880193,Broussonetia papyrifera,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County",cp17,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County [cp17]"
SRR12425455,33.3549703001148,5.98841030687074,10.8344406960372,Broussonetia papyrifera,Taiwan,"Taiwan, Chenggong Township, Taitung County",cp16,"Taiwan, Chenggong Township, Taitung County [cp16]"
SRR12425456,33.0295663701839,4.84070025642601,8.93601694161309,Broussonetia papyrifera,Taiwan,"Taiwan, Taitung City, Taitung County",cp16,"Taiwan, Taitung City, Taitung County [cp16]"
SRR12425457,28.7768930762475,25.6804310434432,7.51108015120273,Broussonetia papyrifera,Taiwan,"Taiwan, Qionglin Township, Hsinchu County",cp01,"Taiwan, Qionglin Township, Hsinchu County [cp01]"
SRR12425458,31.1231769699206,24.787019720104,8.57136332381698,Broussonetia papyrifera,Taiwan,"Taiwan, Yujing District, Tainan City",cp16,"Taiwan, Yujing District, Tainan City [cp16]"
SRR12425459,31.0525812919398,27.8010209117343,8.77202029730413,Broussonetia papyrifera,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County",cp16,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County [cp16]"
SRR12425460,42.4198975524738,-39.1946490560616,-18.3381976525023,Broussonetia papyrifera,Tonga,"Tonga, Liahona, Tongatapu",cp17,"Tonga, Liahona, Tongatapu [cp17]"
SRR12425461,35.085649274971,6.72276604857886,11.63223904173,Broussonetia papyrifera,Taiwan,"Taiwan, Hongtou, Lanyu Township, Taitung County",cp16,"Taiwan, Hongtou, Lanyu Township, Taitung County [cp16]"
SRR12425462,30.3642807257226,20.3935130940491,9.98833740243853,Broussonetia papyrifera,Taiwan,"Taiwan, Luodong Township, Yilan County",cp01,"Taiwan, Luodong Township, Yilan County [cp01]"
SRR12425463,43.7400299055202,-43.8057641726283,-20.3450239971835,Broussonetia papyrifera,Indonesia,"Indonesia, Lengkeka, Tengah, Sulawesi",cp17D,"Indonesia, Lengkeka, Tengah, Sulawesi [cp17D]"
SRR12425464,-48.0686561304321,-21.9954851270875,31.641834218626,Broussonetia papyrifera,Philippines,"Philippines, Los Banos, Laguna, Luzon",cp43,"Philippines, Los Banos, Laguna, Luzon [cp43]"
SRR12425467,-51.5504214354673,-25.728334595373,36.5384563366924,Broussonetia papyrifera,Thailand,"Thailand, Nakhon Pathom, Bangkok",cp20,"Thailand, Nakhon Pathom, Bangkok [cp20]"
SRR12425470,20.9389424846891,-2.68095872572146,36.1008651726091,Broussonetia papyrifera,Japan,"Japan, Kurima, Miyakojima, Okinawa",cp05B,"Japan, Kurima, Miyakojima, Okinawa [cp05B]"
SRR12425471,20.3891360402158,-4.80988051540309,38.1001020021676,Broussonetia papyrifera,Japan,"Japan, Iriomote, Yaeyama, Okinawa",cp05B,"Japan, Iriomote, Yaeyama, Okinawa [cp05B]"
SRR12425472,32.6803906412931,26.8468666454926,10.9819204132375,Broussonetia papyrifera,Taiwan,"Taiwan, Fangliao Township, Pingtung County",cp13,"Taiwan, Fangliao Township, Pingtung County [cp13]"
SRR12425473,21.8724237216516,-5.09382157453503,37.7912147866353,Broussonetia papyrifera,Japan,"Japan, Taketomi, Yaeyama, Okinawa",cp05B,"Japan, Taketomi, Yaeyama, Okinawa [cp05B]"
SRR12425474,22.1022514766595,-2.80039095397625,38.0705702176796,Broussonetia papyrifera,Japan,"Japan, Ishigaki, Yaeyama, Okinawa",cp05B,"Japan, Ishigaki, Yaeyama, Okinawa [cp05B]"
SRR12425475,44.7751904508344,-45.7167962321371,-21.3786271021138,Broussonetia papyrifera,USA,"USA, Kohala, Lapakahi, Big Island, Hawaii",cp17,"USA, Kohala, Lapakahi, Big Island, Hawaii [cp17]"
SRR12425476,-44.0442103973343,-17.8381104307045,28.2093879608477,Broussonetia papyrifera,China,"China, Wuzhishan, Hainan Province",cp20,"China, Wuzhishan, Hainan Province [cp20]"
SRR12425477,-51.8750218218529,-22.0854397371376,26.8171483052239,Broussonetia papyrifera,China,"China, Pingle, Guilin, Guangxi Province",cp20,"China, Pingle, Guilin, Guangxi Province [cp20]"
SRR12425478,-51.7330155848159,-20.3385873899926,26.6687916862324,Broussonetia papyrifera,China,"China, Lipu, Guilin, Guangxi Province",cp32,"China, Lipu, Guilin, Guangxi Province [cp32]"
SRR12425481,-51.3433582900932,-16.1434859578592,19.1212091339099,Broussonetia papyrifera,China,"China, Yangshan, Qingyuan, Guangdong Province",cp31,"China, Yangshan, Qingyuan, Guangdong Province [cp31]"
SRR12425482,-47.3324638331766,-13.1718068775755,16.5488568760418,Broussonetia papyrifera,China,"China, Nanlang, Zhongshan, Guangdong Province",cp28,"China, Nanlang, Zhongshan, Guangdong Province [cp28]"
SRR12425483,28.3286623206126,27.2450010249642,8.99852921528735,Broussonetia papyrifera,Taiwan,"Taiwan, Pitou Township, Changhua County",cp13,"Taiwan, Pitou Township, Changhua County [cp13]"
SRR12425492,-40.7381868412556,0.468395894723601,-7.40043481451566,Broussonetia papyrifera,China,"China, Yanping District, Longyan, Fujian Province",cp29,"China, Yanping District, Longyan, Fujian Province [cp29]"
SRR12425494,31.2811606999799,28.0327295496908,10.0167493622734,Broussonetia papyrifera,Taiwan,"Taiwan, Yujing District, Tainan City",cp09,"Taiwan, Yujing District, Tainan City [cp09]"
SRR12425501,34.6885201267044,8.41197759845875,11.2561371689408,Broussonetia papyrifera,Taiwan,"Taiwan, Hualien County, Hualien County",cp06,"Taiwan, Hualien County, Hualien County [cp06]"
SRR12425504,44.2539943076983,-44.9779362136086,-20.9232415348201,Broussonetia papyrifera,Chile,"Chile, RanoKau, Easter Island",gaby003,"Chile, RanoKau, Easter Island [gaby003]"
SRR12425505,27.5393815672607,20.747773236955,8.43516923947266,Broussonetia papyrifera,Taiwan,"Taiwan, Fangliao Township, Pingtung County",cp09,"Taiwan, Fangliao Township, Pingtung County [cp09]"
SRR12425506,43.6374015957319,-44.5739053094011,-20.8206915184727,Broussonetia papyrifera,Chile,"Chile, HangaOteo, Easter Island",cp17,"Chile, HangaOteo, Easter Island [cp17]"
SRR12425507,44.2175581026573,-44.7841253933967,-20.976663130734,Broussonetia papyrifera,French Polynesia,"French Polynesia, Ahurei, Rapa Iti",cp17,"French Polynesia, Ahurei, Rapa Iti [cp17]"
SRR12425508,44.4578941630309,-45.4515692939336,-21.2516713165953,Broussonetia papyrifera,Wallis and Futuna,"Wallis and Futuna, Wallis",cp17,"Wallis and Futuna, Wallis [cp17]"
SRR12425509,44.4379160686455,-45.1387111900675,-21.114420735804,Broussonetia papyrifera,French Polynesia,"French Polynesia, Tahiti",cp17,"French Polynesia, Tahiti [cp17]"
SRR12425510,42.9712773712231,-43.6112570892561,-20.4224324045084,Broussonetia papyrifera,Fiji,"Fiji, Taveuni Island",cp17B,"Fiji, Taveuni Island [cp17B]"
SRR12425511,44.6071548397435,-45.327753980956,-21.0875464066228,Broussonetia papyrifera,Fiji,"Fiji, Taveuni Island",cp17,"Fiji, Taveuni Island [cp17]"
SRR12425512,42.7807658838059,-43.9880492261813,-20.4928973601561,Broussonetia papyrifera,Fiji,"Fiji, VanuaLevu",cp17,"Fiji, VanuaLevu [cp17]"
SRR12425513,44.7766182078499,-45.929808253658,-21.4361347638388,Broussonetia papyrifera,Fiji,"Fiji, Suva, Vitilevu",cp17,"Fiji, Suva, Vitilevu [cp17]"
SRR12425514,43.6884333589768,-44.6223108096823,-20.7731633233879,Broussonetia papyrifera,Tonga,"Tonga, Mangia, Vava'u",cp17,"Tonga, Mangia, Vava'u [cp17]"
SRR12425516,32.401963037301,25.7344551895802,8.12966808547405,Broussonetia papyrifera,Taiwan,"Taiwan, Pingtung City, Pingtung County",cp09,"Taiwan, Pingtung City, Pingtung County [cp09]"
SRR12425520,-52.3105377740876,-24.6837551327143,32.5652280502249,Broussonetia papyrifera,Viet Nam,"Viet Nam, Chuong My, Ha Noi",cp35,"Viet Nam, Chuong My, Ha Noi [cp35]"
SRR12425521,-53.7996714603079,-25.197637482105,34.9052523573155,Broussonetia papyrifera,USA,"USA, Waimea, Big Island, Hawaii",cp41,"USA, Waimea, Big Island, Hawaii [cp41]"
SRR12425522,-43.6804613617229,-24.5557065867926,27.6665351222806,Broussonetia papyrifera,USA,"USA, Waimea Valley, Oahu, Hawaii",cp41,"USA, Waimea Valley, Oahu, Hawaii [cp41]"
SRR12425523,44.2584842084995,-45.1276636541017,-21.0816049727166,Broussonetia papyrifera,USA,"USA, Bishop Museum, Oahu, Hawaii",cp17,"USA, Bishop Museum, Oahu, Hawaii [cp17]"
SRR12425524,-31.9601895932045,11.9039328888592,-24.4790158302377,Broussonetia papyrifera,China,"China, Xuanwu, Nanjing, Jiangsu Province",cp53,"China, Xuanwu, Nanjing, Jiangsu Province [cp53]"
SRR12425525,-49.1880719156958,-23.4677376316256,29.3807404175527,Broussonetia papyrifera,China,"China, Longzhou, Chongzuo, Guangxi Province",cp34,"China, Longzhou, Chongzuo, Guangxi Province [cp34]"
SRR12425526,-49.6118225298177,-23.6158623490184,30.4335245127266,Broussonetia papyrifera,China,"China, Longzhou, Chongzuo, Guangxi Province",cp39,"China, Longzhou, Chongzuo, Guangxi Province [cp39]"
SRR12425527,29.2103812117499,27.9519909836122,9.20463890805045,Broussonetia papyrifera,Taiwan,"Taiwan, Qingshui District, Taichung City",cp09,"Taiwan, Qingshui District, Taichung City [cp09]"
SRR12425529,-49.125658418545,-16.7715846496963,21.2418023575142,Broussonetia papyrifera,China,"China, Huicheng , Huizhou, Guangdong Province",cp26,"China, Huicheng , Huizhou, Guangdong Province [cp26]"
SRR12425532,-48.4832434170735,-16.2887397792924,23.3586917474332,Broussonetia papyrifera,China,"China, Nanlang, Zhongshan, Guangdong Province",cp21,"China, Nanlang, Zhongshan, Guangdong Province [cp21]"
SRR12425533,-49.9531089488818,-16.9917417139274,21.7264291999871,Broussonetia papyrifera,China,"China, Huicheng , Huizhou, Guangdong Province",cp21,"China, Huicheng , Huizhou, Guangdong Province [cp21]"
SRR12425534,-45.92732231447,-13.1678086373951,15.3695730807544,Broussonetia papyrifera,China,"China, Boluo, Huizhou, Guangdong Province",cp01,"China, Boluo, Huizhou, Guangdong Province [cp01]"
SRR12425535,-48.4933386284656,-11.7492573564996,16.3241127361455,Broussonetia papyrifera,China,"China, Boluo, Huizhou, Guangdong Province",cp01,"China, Boluo, Huizhou, Guangdong Province [cp01]"
SRR12425536,-35.4183360760337,8.47937792875938,-22.0181774944217,Broussonetia papyrifera,China,"China, Yanping, Nanping, Fujian Province",cp20,"China, Yanping, Nanping, Fujian Province [cp20]"
SRR12425537,-45.634905486716,-10.6824981145018,11.0012691778941,Broussonetia papyrifera,China,"China, Liancheng, Longyan, Fujian Province",cp45,"China, Liancheng, Longyan, Fujian Province [cp45]"
SRR12425538,35.0999294818058,4.86904241424626,10.5424213152695,Broussonetia papyrifera,Taiwan,"Taiwan, Guanshan Township, Taitung County",CloseTocp05,"Taiwan, Guanshan Township, Taitung County [CloseTocp05]"
