Run,PC1,PC2,PC3,Organism,country,locality,haplotype,tree_label
SRR12425441,-40.3316698879275,-4.39185207755708,11.7207440127774,Broussonetia papyrifera,China,"China, Longhai, Zhangzhou, Fujian Province",cp29,"China, Longhai, Zhangzhou, Fujian Province [cp29]"
SRR12425442,-38.769330593527,-15.8349898131214,31.1001189406469,Broussonetia papyrifera,China,"China, Fengze, Quanzhou, Fujian Province",CloseTocp01,"China, Fengze, Quanzhou, Fujian Province [CloseTocp01]"
SRR12425443,-36.435695476998,-14.3473249991177,28.5236020638709,Broussonetia papyrifera,China,"China, Xiangcheng, Zhangzhou, Fujian Province",cp01,"China, Xiangcheng, Zhangzhou, Fujian Province [cp01]"
SRR12425444,-25.3532623589194,-17.2195518357816,30.921223513735,Broussonetia papyrifera,China,"China, Longhai, Zhangzhou, Fujian Province",cp01,"China, Longhai, Zhangzhou, Fujian Province [cp01]"
SRR12425445,-43.7702533995319,3.5993712129252,-1.05558876550046,Broussonetia papyrifera,China,"China, Siming, Xiamen, Fujian Province",cp01,"China, Siming, Xiamen, Fujian Province [cp01]"
SRR12425446,30.8506542362921,-28.7064727953878,-9.73252775010916,Broussonetia papyrifera,Taiwan,"Taiwan, Zhunan Township, Miaoli County",cp01,"Taiwan, Zhunan Township, Miaoli County [cp01]"
SRR12425447,32.0277578504806,-30.5897497908481,-9.77821815363956,Broussonetia papyrifera,Taiwan,"Taiwan, Nanhua District, Tainan City",cp54,"Taiwan, Nanhua District, Tainan City [cp54]"
SRR12425448,31.5663239941079,-29.9303672443921,-8.63635981424273,Broussonetia papyrifera,Taiwan,"Taiwan, Hemei Township, Changhua County",cp50,"Taiwan, Hemei Township, Changhua County [cp50]"
SRR12425449,35.1490573347771,-10.9981641932964,-10.3986983607762,Broussonetia papyrifera,Taiwan,"Taiwan, Manjhou Township, Pingtung County",cp17,"Taiwan, Manjhou Township, Pingtung County [cp17]"
SRR12425450,35.0606898850576,-19.6632800848948,-10.2958182481083,Broussonetia papyrifera,Taiwan,"Taiwan, Fenggang Township, Pingtung County",cp17,"Taiwan, Fenggang Township, Pingtung County [cp17]"
SRR12425452,34.0642880918332,-21.4183819019832,-11.1856064196853,Broussonetia papyrifera,Taiwan,"Taiwan, Fangshan Township, Pingtung County",cp17,"Taiwan, Fangshan Township, Pingtung County [cp17]"
SRR12425453,32.8679707013109,-26.7862788556897,-11.5931880225061,Broussonetia papyrifera,Taiwan,"Taiwan, Taiwu Township, Pingtung County",cp17,"Taiwan, Taiwu Township, Pingtung County [cp17]"
SRR12425454,32.355924366931,-29.4979614710479,-8.49713727799037,Broussonetia papyrifera,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County",cp17,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County [cp17]"
SRR12425455,34.4422310020386,-6.77329866945595,-11.5075020850215,Broussonetia papyrifera,Taiwan,"Taiwan, Chenggong Township, Taitung County",cp16,"Taiwan, Chenggong Township, Taitung County [cp16]"
SRR12425456,34.5772891047214,-5.14840847799296,-9.23529332431236,Broussonetia papyrifera,Taiwan,"Taiwan, Taitung City, Taitung County",cp16,"Taiwan, Taitung City, Taitung County [cp16]"
SRR12425457,29.5197437474564,-26.6911795120924,-6.98445854703796,Broussonetia papyrifera,Taiwan,"Taiwan, Qionglin Township, Hsinchu County",cp01,"Taiwan, Qionglin Township, Hsinchu County [cp01]"
SRR12425458,31.5325161395568,-26.0022157359388,-7.96812642806599,Broussonetia papyrifera,Taiwan,"Taiwan, Yujing District, Tainan City",cp16,"Taiwan, Yujing District, Tainan City [cp16]"
SRR12425459,32.1170994282043,-29.7610669627081,-8.35200779592416,Broussonetia papyrifera,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County",cp16,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County [cp16]"
SRR12425460,45.3772355066464,41.754673007277,18.6220200542179,Broussonetia papyrifera,Tonga,"Tonga, Liahona, Tongatapu",cp17,"Tonga, Liahona, Tongatapu [cp17]"
SRR12425461,36.6000563653927,-7.61233924580867,-12.3437304457407,Broussonetia papyrifera,Taiwan,"Taiwan, Hongtou, Lanyu Township, Taitung County",cp16,"Taiwan, Hongtou, Lanyu Township, Taitung County [cp16]"
SRR12425462,31.7690193421598,-22.3640465561749,-10.0675062536547,Broussonetia papyrifera,Taiwan,"Taiwan, Luodong Township, Yilan County",cp01,"Taiwan, Luodong Township, Yilan County [cp01]"
SRR12425463,46.326532575632,46.6406268012896,20.7418209219449,Broussonetia papyrifera,Indonesia,"Indonesia, Lengkeka, Tengah, Sulawesi",cp17D,"Indonesia, Lengkeka, Tengah, Sulawesi [cp17D]"
SRR12425464,-49.1406472401463,22.2711714323667,-32.8116490092309,Broussonetia papyrifera,Philippines,"Philippines, Los Banos, Laguna, Luzon",cp43,"Philippines, Los Banos, Laguna, Luzon [cp43]"
SRR12425467,-54.3238658496577,26.299880157926,-38.7430578181851,Broussonetia papyrifera,Thailand,"Thailand, Nakhon Pathom, Bangkok",cp20,"Thailand, Nakhon Pathom, Bangkok [cp20]"
SRR12425470,21.7761542012868,2.84372876253994,-39.0864589087431,Broussonetia papyrifera,Japan,"Japan, Kurima, Miyakojima, Okinawa",cp05B,"Japan, Kurima, Miyakojima, Okinawa [cp05B]"
SRR12425471,21.4063439204018,4.93401272111382,-41.3334377386012,Broussonetia papyrifera,Japan,"Japan, Iriomote, Yaeyama, Okinawa",cp05B,"Japan, Iriomote, Yaeyama, Okinawa [cp05B]"
SRR12425472,33.3379818370782,-28.2930063892736,-10.5867017523986,Broussonetia papyrifera,Taiwan,"Taiwan, Fangliao Township, Pingtung County",cp13,"Taiwan, Fangliao Township, Pingtung County [cp13]"
SRR12425473,22.9362621342452,5.45017956105938,-40.9411635485262,Broussonetia papyrifera,Japan,"Japan, Taketomi, Yaeyama, Okinawa",cp05B,"Japan, Taketomi, Yaeyama, Okinawa [cp05B]"
SRR12425474,23.0945320907196,2.70419141474543,-41.279778796018,Broussonetia papyrifera,Japan,"Japan, Ishigaki, Yaeyama, Okinawa",cp05B,"Japan, Ishigaki, Yaeyama, Okinawa [cp05B]"
SRR12425475,47.6788421401063,48.9278261891112,21.8537787124216,Broussonetia papyrifera,USA,"USA, Kohala, Lapakahi, Big Island, Hawaii",cp17,"USA, Kohala, Lapakahi, Big Island, Hawaii [cp17]"
SRR12425476,-45.7444273351188,18.7006181889841,-29.4021146957231,Broussonetia papyrifera,China,"China, Wuzhishan, Hainan Province",cp20,"China, Wuzhishan, Hainan Province [cp20]"
SRR12425477,-54.7043895612698,23.0213909540672,-28.8480218476872,Broussonetia papyrifera,China,"China, Pingle, Guilin, Guangxi Province",cp20,"China, Pingle, Guilin, Guangxi Province [cp20]"
SRR12425478,-54.4961983109347,21.4445078882004,-28.6303566867763,Broussonetia papyrifera,China,"China, Lipu, Guilin, Guangxi Province",cp32,"China, Lipu, Guilin, Guangxi Province [cp32]"
SRR12425481,-54.2872170813816,17.0731353050316,-20.5454633668108,Broussonetia papyrifera,China,"China, Yangshan, Qingyuan, Guangdong Province",cp31,"China, Yangshan, Qingyuan, Guangdong Province [cp31]"
SRR12425482,-49.2113466610185,13.985251389587,-17.710397947026,Broussonetia papyrifera,China,"China, Nanlang, Zhongshan, Guangdong Province",cp28,"China, Nanlang, Zhongshan, Guangdong Province [cp28]"
SRR12425483,28.8056326883182,-28.7077844811957,-8.81047969566259,Broussonetia papyrifera,Taiwan,"Taiwan, Pitou Township, Changhua County",cp13,"Taiwan, Pitou Township, Changhua County [cp13]"
SRR12425492,-42.3007082792287,-0.169220635993495,7.25357252645149,Broussonetia papyrifera,China,"China, Yanping District, Longyan, Fujian Province",cp29,"China, Yanping District, Longyan, Fujian Province [cp29]"
SRR12425494,32.0063201094913,-29.8055865251637,-9.91920822754525,Broussonetia papyrifera,Taiwan,"Taiwan, Yujing District, Tainan City",cp09,"Taiwan, Yujing District, Tainan City [cp09]"
SRR12425501,36.2578449176644,-9.8767875909318,-12.0598112149608,Broussonetia papyrifera,Taiwan,"Taiwan, Hualien County, Hualien County",cp06,"Taiwan, Hualien County, Hualien County [cp06]"
SRR12425504,46.552546833695,47.4640334674908,21.1327091362088,Broussonetia papyrifera,Chile,"Chile, RanoKau, Easter Island",gaby003,"Chile, RanoKau, Easter Island [gaby003]"
SRR12425505,27.6324717458382,-21.5163809712562,-8.00048592897085,Broussonetia papyrifera,Taiwan,"Taiwan, Fangliao Township, Pingtung County",cp09,"Taiwan, Fangliao Township, Pingtung County [cp09]"
SRR12425506,45.8575622165471,47.1082931835238,20.987138291402,Broussonetia papyrifera,Chile,"Chile, HangaOteo, Easter Island",cp17,"Chile, HangaOteo, Easter Island [cp17]"
SRR12425507,46.6905351060191,47.3309632311098,21.2623346133429,Broussonetia papyrifera,French Polynesia,"French Polynesia, Ahurei, Rapa Iti",cp17,"French Polynesia, Ahurei, Rapa Iti [cp17]"
SRR12425508,47.0291401729294,48.3053973316425,21.4841677806106,Broussonetia papyrifera,Wallis and Futuna,"Wallis and Futuna, Wallis",cp17,"Wallis and Futuna, Wallis [cp17]"
SRR12425509,47.2855014066769,48.1593111213564,21.4923026630591,Broussonetia papyrifera,French Polynesia,"French Polynesia, Tahiti",cp17,"French Polynesia, Tahiti [cp17]"
SRR12425510,44.735502379677,45.7545991634195,20.3775307552812,Broussonetia papyrifera,Fiji,"Fiji, Taveuni Island",cp17B,"Fiji, Taveuni Island [cp17B]"
SRR12425511,47.5465052062397,48.3568549215975,21.4796846044597,Broussonetia papyrifera,Fiji,"Fiji, Taveuni Island",cp17,"Fiji, Taveuni Island [cp17]"
SRR12425512,44.7009681066674,46.0192177334182,20.4685891321929,Broussonetia papyrifera,Fiji,"Fiji, VanuaLevu",cp17,"Fiji, VanuaLevu [cp17]"
SRR12425513,47.5486364209824,48.9428800849187,21.8385764326697,Broussonetia papyrifera,Fiji,"Fiji, Suva, Vitilevu",cp17,"Fiji, Suva, Vitilevu [cp17]"
SRR12425514,45.8250180279739,46.992386806829,20.9519685729115,Broussonetia papyrifera,Tonga,"Tonga, Mangia, Vava'u",cp17,"Tonga, Mangia, Vava'u [cp17]"
SRR12425516,33.6101863082029,-27.4397112722039,-7.62591207432153,Broussonetia papyrifera,Taiwan,"Taiwan, Pingtung City, Pingtung County",cp09,"Taiwan, Pingtung City, Pingtung County [cp09]"
SRR12425520,-53.6818629273616,24.9293894480165,-34.0002957908843,Broussonetia papyrifera,Viet Nam,"Viet Nam, Chuong My, Ha Noi",cp35,"Viet Nam, Chuong My, Ha Noi [cp35]"
SRR12425521,-56.1813788181417,25.6657066981394,-36.8534202396619,Broussonetia papyrifera,USA,"USA, Waimea, Big Island, Hawaii",cp41,"USA, Waimea, Big Island, Hawaii [cp41]"
SRR12425522,-45.1919682734769,25.2531582671057,-29.1240889817185,Broussonetia papyrifera,USA,"USA, Waimea Valley, Oahu, Hawaii",cp41,"USA, Waimea Valley, Oahu, Hawaii [cp41]"
SRR12425523,46.6410820297897,47.7498490316991,21.41470649792,Broussonetia papyrifera,USA,"USA, Bishop Museum, Oahu, Hawaii",cp17,"USA, Bishop Museum, Oahu, Hawaii [cp17]"
SRR12425524,-33.5666970158375,-11.3526723336135,26.2753371107914,Broussonetia papyrifera,China,"China, Xuanwu, Nanjing, Jiangsu Province",cp53,"China, Xuanwu, Nanjing, Jiangsu Province [cp53]"
SRR12425525,-50.2049184013644,23.8267275855776,-30.5201247758137,Broussonetia papyrifera,China,"China, Longzhou, Chongzuo, Guangxi Province",cp34,"China, Longzhou, Chongzuo, Guangxi Province [cp34]"
SRR12425526,-49.8575804173388,23.6768604646007,-31.1453543515207,Broussonetia papyrifera,China,"China, Longzhou, Chongzuo, Guangxi Province",cp39,"China, Longzhou, Chongzuo, Guangxi Province [cp39]"
SRR12425527,30.1280343043546,-29.6415317182522,-8.92638851980396,Broussonetia papyrifera,Taiwan,"Taiwan, Qingshui District, Taichung City",cp09,"Taiwan, Qingshui District, Taichung City [cp09]"
SRR12425529,-51.3840067897733,17.1217437582726,-22.1209772068838,Broussonetia papyrifera,China,"China, Huicheng , Huizhou, Guangdong Province",cp26,"China, Huicheng , Huizhou, Guangdong Province [cp26]"
SRR12425532,-50.0798457483641,17.0001509093354,-23.9939456863101,Broussonetia papyrifera,China,"China, Nanlang, Zhongshan, Guangdong Province",cp21,"China, Nanlang, Zhongshan, Guangdong Province [cp21]"
SRR12425533,-52.6402352564076,17.3693990283473,-22.832261919614,Broussonetia papyrifera,China,"China, Huicheng , Huizhou, Guangdong Province",cp21,"China, Huicheng , Huizhou, Guangdong Province [cp21]"
SRR12425534,-47.4832667155376,13.6048016273298,-15.757132474963,Broussonetia papyrifera,China,"China, Boluo, Huizhou, Guangdong Province",cp01,"China, Boluo, Huizhou, Guangdong Province [cp01]"
SRR12425535,-50.2426140511404,12.4630105410322,-16.8057910570735,Broussonetia papyrifera,China,"China, Boluo, Huizhou, Guangdong Province",cp01,"China, Boluo, Huizhou, Guangdong Province [cp01]"
SRR12425536,-36.7008872224902,-8.14409172631329,22.7773523044234,Broussonetia papyrifera,China,"China, Yanping, Nanping, Fujian Province",cp20,"China, Yanping, Nanping, Fujian Province [cp20]"
SRR12425537,-47.3696918258816,11.1901617722357,-12.3597607019372,Broussonetia papyrifera,China,"China, Liancheng, Longyan, Fujian Province",cp45,"China, Liancheng, Longyan, Fujian Province [cp45]"
