Run,PC1,PC2,PC3,country,locality
SRR12425394,-32.4100390521343,22.0066146741609,-41.9493514493094,Japan,"Japan, The University of Tokyo, Bunkyo, Tokyo"
SRR12425395,-44.6888935263766,-6.92625108503207,1.31595209618651,China,"China, Peking University, Haidian, Beijing"
SRR12425396,-45.6011873783063,-6.8665161872893,3.09665163210123,China,"China, Peking University, Haidian, Beijing"
SRR12425397,-45.5815745227699,-6.74943444496308,3.33955526056872,China,"China, Yuntai Mountain, Jiaozuo, Henan Province"
SRR12425398,-41.6164624925987,0.693526861648218,-8.2345129151792,China,"China, Mengyin, Linyi, Shandong Province"
SRR12425399,-42.8849771203381,1.48887933054614,-10.9350016571636,China,"China, White Horse Temple, Taian, Shandong Province"
SRR12425400,-41.972476557079,0.6055045105865,-8.12849333836701,China,"China, Jiawang, Xuzhou, Zhejiang Province"
SRR12425401,-38.307222862229,9.57880291196274,-23.7250652940839,China,"China, Lianyun, Lianyungang, Zhejiang Province"
SRR12425402,31.7155371793758,26.849704631588,9.91907422001953,Taiwan,"Taiwan, Bali District, Taipei City"
SRR12425403,-32.8102665002673,11.3869632018286,-22.6282300558114,China,"China, Jurong, Zhenjiang, Jiangsu Province"
SRR12425404,-29.4862422347898,17.850278187831,-30.7674762574255,China,"China, Shanghai Chenshan Botanical Garden, Songjiang, Shanghai City"
SRR12425405,-27.6120637591136,17.0313674931041,-30.5499167111803,China,"China, Shanghai Chenshan Botanical Garden, Songjiang, Shanghai City"
SRR12425406,-33.347146060197,18.0392742300397,-34.048389625006,China,"China, Xihu, Hangzhou, Zhejiang Province"
SRR12425407,-32.1969740579848,18.3939537673699,-34.2470365730485,China,"China, Deqing, Huzhou, Zhejiang Province"
SRR12425408,-37.870015429339,8.02773837585933,-19.5387221540411,China,"China, Donghai, Lianyungang, Jiangsu Province"
SRR12425409,-37.0135453210571,8.91830284468248,-23.252316889188,China,"China, Yanping, Nanping, Fujian Province"
SRR12425410,-30.8335436698408,15.4385829317014,-27.766871940009,Taiwan,"Taiwan, Kincheng, Kinmen County, Fujian Province"
SRR12425411,-23.6834084844588,15.3419800926773,-26.1425781066999,Taiwan,"Taiwan, Machu, Lianjiang County, Fujian Province"
SRR12425412,-39.1093212816108,7.12937544185722,-16.329740627637,China,"China, Xiamen Botanical Garden, Xiamen, Fujian Province"
SRR12425413,29.5316530954196,29.1206715968168,5.63228329528858,Taiwan,"Taiwan, Fengyuan District, Taichung City"
SRR12425414,-34.1555501544657,14.1339020779553,-31.9845680340393,China,"China, Fujian Province Agriculture and Forestry University, Fuzhou, Fujian Province"
SRR12425415,-42.5526590019329,3.70434581764969,-13.6003185824041,China,"China, Fujian Province Agriculture and Forestry University, Fuzhou, Fujian Province"
SRR12425416,37.0415562744045,12.7669583778336,13.2978713639875,Taiwan,"Taiwan, Fenggang Township, Pingtung County"
SRR12425417,29.3993261979621,31.481146362966,8.89178739021575,Taiwan,"Taiwan, Zuozhen District, Tainan City"
SRR12425418,30.7855342307922,31.9829820195025,9.13800441585976,Taiwan,"Taiwan, National Chiayi University, East District, Chiayi City, Chiayi County"
SRR12425419,32.6796218720097,20.9854109613575,10.596697339254,Taiwan,"Taiwan, Hengchun Township, Pingtung County"
SRR12425420,35.6494977285684,11.1654633767556,12.6753869607291,Taiwan,"Taiwan, Fenglin Township, Hualien County"
SRR12425421,35.6526744627688,9.29768411027629,12.5487713162309,Taiwan,"Taiwan, Fenglin Township, Hualien County"
SRR12425422,36.7953292453682,8.1612104652456,14.5526820698322,Taiwan,"Taiwan, Fuli Township, Hualien County"
SRR12425423,33.179550944286,7.7581073983458,12.9509657691431,Taiwan,"Taiwan, Fuli Township, Hualien County"
SRR12425424,30.9536482125649,29.8624012538686,8.50919963858149,Taiwan,"Taiwan, Tongluo Township, Miaoli County"
SRR12425425,37.4705978182102,9.71432476099134,12.5907337876564,Taiwan,"Taiwan, Fengbin Township, Hualien County"
SRR12425426,32.0658203515034,8.53115750794812,11.0152869418299,Taiwan,"Taiwan, Nan'ao Township, Yilan County"
SRR12425427,-32.9466388437964,19.3775280899638,-40.0256301821163,China,"China, Liandu, Lishui, Zhejiang Province"
SRR12425428,-27.3370895123982,22.6504084738314,-37.3563100314404,China,"China, Xianju, Taizhou, Zhejiang Province"
SRR12425429,-33.5716507294884,18.2942372652266,-33.8766027362465,China,"China, Dongyang, Jinhua, Zhejiang Province"
SRR12425430,-37.0460378524305,17.4723913652926,-40.8999836107865,China,"China, Xianju, Taizhou, Zhejiang Province"
SRR12425431,-37.9323117932785,18.2117686489905,-42.0376919819868,China,"China, Xianju, Taizhou, Zhejiang Province"
SRR12425432,-56.2817171376307,-25.4423133733169,33.6725537644223,China,"China, Disu, Duan, Guangxi Province"
SRR12425433,-57.6710448793814,-25.2675885843143,34.6798223445257,China,"China, Fangcheng, Fangchenggang, Guangxi Province"
SRR12425434,-55.9477123603183,-26.1991580199129,36.2029562764525,China,"China, Dongmiao, Duan, Guangxi Province"
SRR12425435,30.0600959082887,28.242863269539,7.70954105447058,Taiwan,"Taiwan, Nantou City, Nantou County"
SRR12425436,-34.2478263340499,16.3034388421436,-30.6673185310559,China,"China, Licheng, Quanzhou, Fujian Province"
SRR12425437,-36.334260613454,16.1337093643111,-33.161609298582,China,"China, Jinjiang, Quanzhou, Fujian Province"
SRR12425438,-37.735809589735,14.3020588081551,-29.0180524261338,China,"China, Xiangcheng, Zhangzhou, Fujian Province"
SRR12425439,-38.986036673292,13.9086162626389,-28.3669825552992,China,"China, Siming, Xiamen, Fujian Province"
SRR12425440,-45.2602617106422,-6.06990419696819,0.854170548675844,China,"China, Siming, Xiamen, Fujian Province"
SRR12425441,-40.6423695816947,4.26942525655758,-11.927656198185,China,"China, Longhai, Zhangzhou, Fujian Province"
SRR12425442,-39.9032485543,15.7371825690505,-31.3776729010271,China,"China, Fengze, Quanzhou, Fujian Province"
SRR12425443,-37.0778266890933,14.1606543656794,-28.0452400539477,China,"China, Xiangcheng, Zhangzhou, Fujian Province"
SRR12425444,-25.7956757845552,17.1527216009802,-30.7956490340237,China,"China, Longhai, Zhangzhou, Fujian Province"
SRR12425445,-44.3003867113297,-3.86407983438532,1.24517700410967,China,"China, Siming, Xiamen, Fujian Province"
SRR12425446,30.7029210680704,29.4914936963782,9.84424694405388,Taiwan,"Taiwan, Zhunan Township, Miaoli County"
SRR12425447,31.9560151152592,31.4135527396766,9.70109579843894,Taiwan,"Taiwan, Nanhua District, Tainan City"
SRR12425448,31.6663970841003,30.8194736408518,8.54002933861762,Taiwan,"Taiwan, Hemei Township, Changhua County"
SRR12425449,35.7583425217568,11.9841075613416,10.9190309996967,Taiwan,"Taiwan, Manjhou Township, Pingtung County"
SRR12425450,35.3381490670455,20.3152368275806,10.4600412802119,Taiwan,"Taiwan, Fenggang Township, Pingtung County"
SRR12425452,33.9890246571213,21.9568601779033,11.1283930171381,Taiwan,"Taiwan, Fangshan Township, Pingtung County"
SRR12425453,32.7249378664567,27.4926733080681,11.567184878434,Taiwan,"Taiwan, Taiwu Township, Pingtung County"
SRR12425454,32.3475279452667,29.9618869680097,8.5179683091769,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County"
SRR12425455,34.5937849453223,7.39945812300868,11.9603152577221,Taiwan,"Taiwan, Chenggong Township, Taitung County"
SRR12425456,34.9917447918881,6.27157084346484,9.72711477871745,Taiwan,"Taiwan, Taitung City, Taitung County"
SRR12425457,29.4092387201492,26.962146990564,6.90349592148145,Taiwan,"Taiwan, Qionglin Township, Hsinchu County"
SRR12425458,31.2250238304931,26.0172073873023,7.89964233255522,Taiwan,"Taiwan, Yujing District, Tainan City"
SRR12425459,32.0269896071066,30.1691771845968,8.36297370140719,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County"
SRR12425460,46.9158236507266,-42.9860667769862,-18.8981564423348,Tonga,"Tonga, Liahona, Tongatapu"
SRR12425461,37.0355026065863,8.35733903712391,13.1880743624438,Taiwan,"Taiwan, Hongtou, Lanyu Township, Taitung County"
SRR12425462,32.1842761979103,23.7313039737247,10.5547390221342,Taiwan,"Taiwan, Luodong Township, Yilan County"
SRR12425463,47.5181617302914,-47.4800975253403,-20.8117359633884,Indonesia,"Indonesia, Lengkeka, Tengah, Sulawesi"
SRR12425464,-49.3470568290581,-22.7385317541466,33.4217071686939,Philippines,"Philippines, Los Banos, Laguna, Luzon"
SRR12425467,-55.9058089469565,-27.5227802959169,40.7078845087223,Thailand,"Thailand, Nakhon Pathom, Bangkok"
SRR12425470,22.6900885524117,-1.8086715079333,42.226899641659,Japan,"Japan, Kurima, Miyakojima, Okinawa"
SRR12425471,22.3082984741449,-3.60388349521904,44.3878980397201,Japan,"Japan, Iriomote, Yaeyama, Okinawa"
SRR12425472,33.360713552287,29.0893060844095,10.4945454899498,Taiwan,"Taiwan, Fangliao Township, Pingtung County"
SRR12425473,23.887527614498,-4.32907631331028,43.9445659865924,Japan,"Japan, Taketomi, Yaeyama, Okinawa"
SRR12425474,23.9923336866796,-1.60384776538992,44.4101780404662,Japan,"Japan, Ishigaki, Yaeyama, Okinawa"
SRR12425475,49.2036270874447,-50.3296960324763,-22.1324388344047,USA,"USA, Kohala, Lapakahi, Big Island, Hawaii"
SRR12425476,-46.9325015253677,-19.7499063973406,31.1736083495338,China,"China, Wuzhishan, Hainan Province"
SRR12425477,-56.1750850727388,-24.5112802782384,30.8177805578867,China,"China, Pingle, Guilin, Guangxi Province"
SRR12425478,-56.6001541331512,-22.7719186692897,30.3807407519462,China,"China, Lipu, Guilin, Guangxi Province"
SRR12425481,-56.114373155996,-18.2401154730897,22.1180916739545,China,"China, Yangshan, Qingyuan, Guangdong Province"
SRR12425482,-49.838610099605,-14.6437614610395,18.1937243169078,China,"China, Nanlang, Zhongshan, Guangdong Province"
SRR12425483,28.5081144626084,28.9253571555672,8.87405952881449,Taiwan,"Taiwan, Pitou Township, Changhua County"
SRR12425492,-43.0699475753091,-0.0411869307314356,-7.18358284738913,China,"China, Yanping District, Longyan, Fujian Province"
SRR12425494,31.9337422020648,30.3914308408353,9.96956086623627,Taiwan,"Taiwan, Yujing District, Tainan City"
SRR12425501,36.9371186839645,11.0337974229568,13.0431854026357,Taiwan,"Taiwan, Hualien County, Hualien County"
SRR12425504,47.5370252422276,-48.2318258606147,-21.1621086370401,Chile,"Chile, RanoKau, Easter Island"
SRR12425506,46.8077356866279,-47.811009060944,-21.0182168808183,Chile,"Chile, HangaOteo, Easter Island"
SRR12425507,47.7131621610978,-48.1709313055226,-21.4200577648331,French Polynesia,"French Polynesia, Ahurei, Rapa Iti"
SRR12425508,48.2116831145904,-49.3699043742278,-21.6128185545833,Wallis and Futuna,"Wallis and Futuna, Wallis"
SRR12425509,48.5955156559983,-49.3288044554218,-21.7702824868919,French Polynesia,"French Polynesia, Tahiti"
SRR12425510,45.2855920649377,-46.1383829639522,-20.3552479832296,Fiji,"Fiji, Taveuni Island"
SRR12425511,48.9217112678749,-49.6377952157196,-21.7249137610944,Fiji,"Fiji, Taveuni Island"
SRR12425512,45.3769827093288,-46.3035698241199,-20.339809542298,Fiji,"Fiji, VanuaLevu"
SRR12425513,48.8345055049485,-50.0110044871349,-22.0080850806294,Fiji,"Fiji, Suva, Vitilevu"
SRR12425514,46.5251868957004,-47.4542568165274,-20.8031932385406,Tonga,"Tonga, Mangia, Vava'u"
SRR12425516,33.5542126814704,28.3199904912712,7.66978808178814,Taiwan,"Taiwan, Pingtung City, Pingtung County"
SRR12425520,-54.231137285798,-25.8113631606756,35.2076095557814,Viet Nam,"Viet Nam, Chuong My, Ha Noi"
SRR12425521,-57.3974532739898,-27.3320293703364,38.6792778738277,USA,"USA, Waimea, Big Island, Hawaii"
SRR12425522,-45.8884070612665,-26.3565622625147,30.4437025464769,USA,"USA, Waimea Valley, Oahu, Hawaii"
SRR12425523,47.7524924608456,-48.6547561495202,-21.5051567459394,USA,"USA, Bishop Museum, Oahu, Hawaii"
SRR12425524,-34.3354651925501,11.3761666241282,-26.7894267774887,China,"China, Xuanwu, Nanjing, Jiangsu Province"
SRR12425525,-50.5247404489713,-24.7947721665352,31.5240052712204,China,"China, Longzhou, Chongzuo, Guangxi Province"
SRR12425526,-50.1591136791073,-24.6474346922262,31.9626409142173,China,"China, Longzhou, Chongzuo, Guangxi Province"
SRR12425527,29.7826983973748,30.2871665632393,8.95557705206504,Taiwan,"Taiwan, Qingshui District, Taichung City"
SRR12425529,-52.4797184343162,-18.3547251308154,23.5844060598255,China,"China, Huicheng , Huizhou, Guangdong Province"
SRR12425532,-51.0376110570215,-17.5980379066046,25.0932138558326,China,"China, Nanlang, Zhongshan, Guangdong Province"
SRR12425533,-53.9883141736204,-18.6840920238326,24.3340482321455,China,"China, Huicheng , Huizhou, Guangdong Province"
SRR12425534,-48.2594057627992,-14.43015673219,17.185258078371,China,"China, Boluo, Huizhou, Guangdong Province"
SRR12425535,-51.1149387318224,-13.2542524472758,17.8901199529879,China,"China, Boluo, Huizhou, Guangdong Province"
SRR12425536,-37.1447008659151,8.02023977387308,-22.7133480866839,China,"China, Yanping, Nanping, Fujian Province"
SRR12425537,-47.8190360748773,-11.5087842595388,12.5122810430753,China,"China, Liancheng, Longyan, Fujian Province"
SRR12425538,37.5069661467964,6.35133914962497,11.6098144847763,Taiwan,"Taiwan, Guanshan Township, Taitung County"
SRR12425539,33.0202177580977,28.0947687469951,10.0845142335469,Taiwan,"Taiwan, Hsinwu District, Taoyuan City"
SRR12425540,32.2596247991675,28.4860605197841,10.6545789586203,Taiwan,"Taiwan, National Taiwan University, Zhongzheng, Taipei City"
