Run,PC1,PC2,PC3,country,locality
SRR12425459,30.6970495580616,27.963222092438,9.29661749788619,Taiwan,"Taiwan, Liukuaicuo, Pingtung City, Pingtung County"
SRR12425460,42.6278460519463,-39.0590433470625,-18.1301210188363,Tonga,"Tonga, Liahona, Tongatapu"
SRR12425461,35.0457730372913,7.18464070565587,11.8459187260872,Taiwan,"Taiwan, Hongtou, Lanyu Township, Taitung County"
SRR12425462,30.1692815285854,20.7284323159191,10.247795793605,Taiwan,"Taiwan, Luodong Township, Yilan County"
SRR12425463,43.9842607639864,-43.6602260847467,-20.1314539778709,Indonesia,"Indonesia, Lengkeka, Tengah, Sulawesi"
SRR12425464,-48.0674720055571,-22.4458892081713,32.2048452439323,Philippines,"Philippines, Los Banos, Laguna, Luzon"
SRR12425467,-51.673570283498,-26.467132508313,37.1956010400435,Thailand,"Thailand, Nakhon Pathom, Bangkok"
SRR12425470,21.0925183633969,-1.88217041446805,35.8289896529518,Japan,"Japan, Kurima, Miyakojima, Okinawa"
SRR12425471,20.6637863460403,-3.87032090322251,37.7929844703043,Japan,"Japan, Iriomote, Yaeyama, Okinawa"
SRR12425472,32.3994344395767,27.0243294232577,11.2366082193356,Taiwan,"Taiwan, Fangliao Township, Pingtung County"
SRR12425473,22.0854762887631,-4.16598909107864,37.4006677497999,Japan,"Japan, Taketomi, Yaeyama, Okinawa"
SRR12425474,22.2715100815209,-1.90681355471924,37.8187480373822,Japan,"Japan, Ishigaki, Yaeyama, Okinawa"
SRR12425475,45.0459245696238,-45.563331353393,-21.1487452890155,USA,"USA, Kohala, Lapakahi, Big Island, Hawaii"
SRR12425476,-44.1240592263284,-18.4259855584661,29.0506728923446,China,"China, Wuzhishan, Hainan Province"
SRR12425477,-52.0712290497422,-22.9458130337455,27.919621767747,China,"China, Pingle, Guilin, Guangxi Province"
SRR12425478,-51.9710599874316,-21.1502550835025,27.6959068666077,China,"China, Lipu, Guilin, Guangxi Province"
SRR12425481,-51.6053364439689,-16.8175329491975,20.1096381999042,China,"China, Yangshan, Qingyuan, Guangdong Province"
SRR12425482,-47.415271228039,-13.5377948798216,16.9878903158,China,"China, Nanlang, Zhongshan, Guangdong Province"
SRR12425483,27.9405470278568,27.3598682783853,9.43994880685988,Taiwan,"Taiwan, Pitou Township, Changhua County"
SRR12425492,-40.8694182602112,0.218056709491044,-7.34429142764648,China,"China, Yanping District, Longyan, Fujian Province"
SRR12425494,30.9758748200496,28.1795966571545,10.3143393325846,Taiwan,"Taiwan, Yujing District, Tainan City"
SRR12425501,34.6214700603291,8.87031103704137,11.5372677674871,Taiwan,"Taiwan, Hualien County, Hualien County"
SRR12425504,44.4980566401891,-44.8592646790304,-20.6971244157915,Chile,"Chile, RanoKau, Easter Island"
SRR12425506,43.862167303273,-44.3840475861505,-20.5999194172377,Chile,"Chile, HangaOteo, Easter Island"
SRR12425507,44.4802404400416,-44.6318890340964,-20.7549986964463,French Polynesia,"French Polynesia, Ahurei, Rapa Iti"
SRR12425508,44.7094850636402,-45.259393991484,-21.0258769453689,Wallis and Futuna,"Wallis and Futuna, Wallis"
SRR12425509,44.6839813320356,-44.9505050880116,-20.863667818871,French Polynesia,"French Polynesia, Tahiti"
SRR12425510,43.1959719502692,-43.4699109530033,-20.1912184446134,Fiji,"Fiji, Taveuni Island"
SRR12425511,44.8743002866661,-45.1847722710698,-20.8686067444409,Fiji,"Fiji, Taveuni Island"
SRR12425512,43.0048830873746,-43.8171420204823,-20.244905210682,Fiji,"Fiji, VanuaLevu"
SRR12425513,45.0193001936126,-45.7559641514053,-21.2340239080159,Fiji,"Fiji, Suva, Vitilevu"
SRR12425514,43.9457174577832,-44.4586965936862,-20.5525680021156,Tonga,"Tonga, Mangia, Vava'u"
SRR12425516,32.024353186626,25.8596988451743,8.49519953477174,Taiwan,"Taiwan, Pingtung City, Pingtung County"
SRR12425520,-52.4509597117079,-25.3210279326761,33.451863283826,Viet Nam,"Viet Nam, Chuong My, Ha Noi"
SRR12425521,-54.0007348401041,-26.0569437888892,36.0942631347793,USA,"USA, Waimea, Big Island, Hawaii"
SRR12425522,-43.7382302698222,-25.3873435801098,28.8184793587219,USA,"USA, Waimea Valley, Oahu, Hawaii"
SRR12425523,44.5036770819069,-44.9616196612836,-20.8505845981817,USA,"USA, Bishop Museum, Oahu, Hawaii"
SRR12425524,-32.2005226380867,11.7582657820904,-24.4689078147166,China,"China, Xuanwu, Nanjing, Jiangsu Province"
SRR12425525,-49.2300575571982,-24.2341897387501,30.2042637936444,China,"China, Longzhou, Chongzuo, Guangxi Province"
SRR12425526,-49.7645450154057,-24.3439018205301,31.3698683388023,China,"China, Longzhou, Chongzuo, Guangxi Province"
SRR12425527,28.880831839872,28.0505442591522,9.50241997332856,Taiwan,"Taiwan, Qingshui District, Taichung City"
SRR12425529,-49.2392991543408,-17.6454529999381,22.4210240669629,China,"China, Huicheng , Huizhou, Guangdong Province"
SRR12425532,-48.6412064164225,-17.0073470798916,24.3176163258241,China,"China, Nanlang, Zhongshan, Guangdong Province"
SRR12425533,-50.0887029627168,-17.8995568282305,22.9247448598266,China,"China, Huicheng , Huizhou, Guangdong Province"
SRR12425534,-46.1074817067823,-13.8436211284712,16.2899637686157,China,"China, Boluo, Huizhou, Guangdong Province"
SRR12425535,-48.7120264154028,-12.454818390173,17.1671174051801,China,"China, Boluo, Huizhou, Guangdong Province"
SRR12425536,-35.6236563608611,8.25597515686661,-21.7645590681496,China,"China, Yanping, Nanping, Fujian Province"
SRR12425537,-45.7246905240534,-10.9443069551411,11.0782000105886,China,"China, Liancheng, Longyan, Fujian Province"
SRR12425538,35.025310551735,5.24733739289638,10.8062403725748,Taiwan,"Taiwan, Guanshan Township, Taitung County"
SRR12425539,31.420585301589,25.5913219196306,10.8224679056359,Taiwan,"Taiwan, Hsinwu District, Taoyuan City"
SRR12425540,31.2224688995562,25.7363601786985,11.0174628878487,Taiwan,"Taiwan, National Taiwan University, Zhongzheng, Taipei City"
